Player,Pos,Ht_in,Wt,Birth Date,Colleges
Justin Harper,F,82,225.0,1989-08-30,Richmond
Mike Harper,C-F,82,195.0,1957-12-09,North Park University
Ron Harper,G-F,78,185.0,1964-01-20,Miami University
Matt Harpring,F,79,231.0,1976-05-31,Georgia Tech
Montrezl Harrell,F-C,79,240.0,1994-01-26,Louisville
Josh Harrellson,C,82,275.0,1989-02-12,Kentucky
Adam Harrington,G,77,200.0,1980-07-05,NC State Auburn
Al Harrington,F,81,230.0,1980-02-17,
Junior Harrington,G,76,180.0,1980-10-02,Wingate University
Othella Harrington,F-C,81,235.0,1974-01-31,Georgetown
Art Harris,G,76,185.0,1947-01-13,Stanford
Bernie Harris,F,82,200.0,1950-11-26,VCU
Billy Harris,G,74,185.0,1951-11-12,Northern Illinois
Bob Harris,F-C,79,195.0,1927-03-16,Oklahoma State
Chris Harris,G,75,190.0,1933-08-11,Dayton
Devin Harris,G,75,185.0,1983-02-27,Wisconsin
Elias Harris,F,80,239.0,1989-07-06,Gonzaga
Gary Harris,G,76,210.0,1994-09-14,Michigan State
Jalen Harris,G,77,195.0,1998-08-14,Nevada Louisiana Tech
Joe Harris,G,78,220.0,1991-09-06,Virginia
Lucious Harris,G,77,190.0,1970-12-18,Cal State Long Beach
Manny Harris,G,77,185.0,1989-09-21,Michigan
Mike Harris,F,78,240.0,1983-06-15,Rice University
Steve Harris,G,77,195.0,1963-10-15,Tulsa
Terrel Harris,G,77,190.0,1987-08-10,Oklahoma State
Tobias Harris,F,80,226.0,1992-07-15,Tennessee
Tony Harris,G,75,190.0,1967-05-13,Lamar New Orleans
Aaron Harrison,G,78,210.0,1994-10-28,Kentucky
Andrew Harrison,G,78,213.0,1994-10-28,Kentucky
Bob Harrison,G,73,190.0,1927-08-12,Michigan
David Harrison,C,84,280.0,1982-08-15,Colorado
Shaquille Harrison,G,79,190.0,1993-10-06,Tulsa
Jason Hart,G,75,185.0,1978-04-29,Syracuse
Josh Hart,G,77,215.0,1995-03-06,Villanova
Isaiah Hartenstein,F,84,250.0,1998-05-05,
Antonio Harvey,F-C,83,225.0,1970-07-06,Southern Illinois Georgia Pfeiffer University
Donnell Harvey,F,80,220.0,1980-08-26,Florida
Scott Haskin,C-F,83,250.0,1970-09-19,Oregon State
Clem Haskins,G,75,195.0,1943-07-11,Western Kentucky
Udonis Haslem,F-C,80,235.0,1980-06-09,Florida
Trenton Hassell,G,77,200.0,1979-03-04,Austin Peay State University
Billy Hassett,G,71,180.0,1921-10-21,Notre Dame
Joe Hassett,G,77,180.0,1955-09-11,Providence
Scott Hastings,F-C,82,235.0,1960-06-03,Arkansas
Kirk Haston,F,81,242.0,1979-03-10,Indiana
Vern Hatton,G,75,195.0,1936-01-13,Kentucky
Sam Hauser,F,80,215.0,1997-12-08,Marquette Virginia
John Havlicek*,F-G,77,203.0,1940-04-08,Ohio State
Spencer Hawes,C-F,85,245.0,1988-04-28,Washington
Steve Hawes,C-F,81,220.0,1950-05-26,Washington
Bubbles Hawkins,G,76,190.0,1954-06-30,Illinois State
Connie Hawkins*,F-C,80,210.0,1942-07-17,Iowa
Hersey Hawkins,G,75,190.0,1966-09-29,Bradley
Juaquin Hawkins,G-F,79,220.0,1973-07-02,Cal State Long Beach
Marshall Hawkins,F,75,205.0,1924-08-03,Tennessee
Michael Hawkins,G,72,178.0,1972-10-28,Xavier
Tom Hawkins,F,77,210.0,1936-12-22,Notre Dame
Nate Hawthorne,G,76,190.0,1950-01-15,Southern Illinois
Chuck Hayes,F-C,78,240.0,1983-06-11,Kentucky
Elvin Hayes*,F-C,81,235.0,1945-11-17,Houston
Jarvis Hayes,F,79,220.0,1981-08-09,Western Carolina University Georgia
Jaxson Hayes,F,83,220.0,2000-05-23,Texas
Jim Hayes,G,75,200.0,1948-02-18,Boston University
Killian Hayes,G,77,195.0,2001-07-27,
Nigel Hayes,F,80,254.0,1994-12-16,Wisconsin
Steve Hayes,C,84,205.0,1955-08-02,Idaho State University
Gordon Hayward,F-G,79,225.0,1990-03-23,Butler
Lazar Hayward,F,78,225.0,1986-11-26,Marquette
Brendan Haywood,C,84,268.0,1979-11-27,UNC
Spencer Haywood*,F-C,80,225.0,1949-04-22,Detroit Mercy
John Hazen,G,74,172.0,1927-03-02,Indiana State University
Walt Hazzard,G,74,185.0,1942-04-15,UCLA
Luther Head,G,75,185.0,1982-11-26,Illinois
Shane Heal,G,72,180.0,1970-09-06,
Brian Heaney,G,74,180.0,1946-09-03,Acadia University
Gar Heard,F,78,219.0,1948-05-03,Oklahoma
Reggie Hearn,G,77,210.0,1991-08-14,Northwestern
Herm Hedderick,G,77,170.0,1930-01-10,Canisius
Alvin Heggs,F,80,225.0,1967-12-12,Texas
Tom Heinsohn*,F-C,79,218.0,1934-08-26,Holy Cross
Dick Hemric,F,78,220.0,1933-08-29,Wake Forest
Alan Henderson,F,81,235.0,1972-12-02,Indiana
Cedric Henderson,F,80,210.0,1965-10-03,Georgia
Cedric Henderson,F,79,215.0,1975-03-11,Memphis
Dave Henderson,G,77,195.0,1964-07-21,Duke
Gerald Henderson,G,74,175.0,1956-01-16,VCU
Gerald Henderson,G,77,215.0,1987-12-09,Duke
J.R. Henderson,F,80,226.0,1976-10-30,UCLA
Jerome Henderson,C-F,83,230.0,1959-10-05,New Mexico
Kevin Henderson,G,76,195.0,1964-03-22,Cal State Fullerton
Tom Henderson,G,75,190.0,1952-01-26,Hawaii
Mark Hendrickson,F,81,220.0,1974-06-23,Washington State
Larry Hennessy,G,75,185.0,1929-05-20,Villanova
Don Henriksen,F-C,79,225.0,1929-10-10,California
Aaron Henry,F,78,210.0,1999-08-30,Michigan State
Al Henry,C,81,190.0,1949-02-09,Wisconsin
Bill Henry,C,81,215.0,1924-12-27,Rice University
Carl Henry,G,78,205.0,1960-08-16,Oklahoma City University Kansas
Conner Henry,G,79,195.0,1963-07-21,UC Santa Barbara
Myke Henry,F,78,210.0,1992-12-23,DePaul
Skeeter Henry,G,79,190.0,1967-12-08,Midland College Oklahoma
Xavier Henry,G,78,220.0,1991-03-15,Kansas
John Henson,C-F,81,219.0,1990-12-28,UNC
Steve Henson,G,71,177.0,1968-02-02,Kansas State
Charles Hentz,F,77,210.0,1947-09-13,University of Arkansas at Pine Bluff
Bill Herman,G,75,170.0,1924-05-17,Mount Union College
Kleggie Hermsen,C-F,81,225.0,1923-03-12,Minnesota
Dewan Hernandez,F,82,235.0,1996-12-09,Miami (FL)
Juancho Hernangómez,F,81,214.0,1995-09-28,
Willy Hernangómez,C,83,250.0,1994-05-27,
Chris Herren,G,74,197.0,1975-09-27,Boston College Fresno State
Carl Herrera,F,81,215.0,1966-12-14,Jacksonville University Houston
Walter Herrmann,F,81,225.0,1979-06-26,
Tyler Herro,G,77,195.0,2000-01-20,Kentucky
Keith Herron,G-F,78,195.0,1956-06-14,Villanova
Sonny Hertzberg,G,70,175.0,1922-07-29,City College of New York
Kevin Hervey,F,81,230.0,1996-07-09,UT Arlington
Dan Hester,F,80,210.0,1948-11-08,LSU
Fred Hetzel,F-C,80,220.0,1942-07-21,Davidson
Bill Hewitt,F,79,210.0,1944-08-08,USC
Jack Hewson,F-C,78,195.0,1924-09-07,Temple
Art Heyman,F-G,77,205.0,1941-06-24,Duke
Mario Hezonja,F-G,80,220.0,1995-02-25,
Roy Hibbert,C,86,270.0,1986-12-11,Georgetown
Nat Hickey,G-F,71,180.0,1902-01-30,
Isaiah Hicks,F,81,230.0,1994-07-24,UNC
Phil Hicks,F,79,205.0,1953-01-31,Tulane
J.J. Hickson,F-C,81,242.0,1988-09-04,NC State
Buddy Hield,G,76,220.0,1992-12-17,Oklahoma
Bill Higgins,G,74,180.0,1952-12-15,Ashland University
Cory Higgins,G,77,180.0,1989-06-14,Colorado
Earle Higgins,F,80,195.0,1946-12-30,Eastern Michigan
Mike Higgins,F,81,220.0,1967-02-17,University of Northern Colorado
Rod Higgins,F,79,200.0,1960-01-31,Fresno State
Sean Higgins,G-F,81,205.0,1968-12-30,Michigan
Kenny Higgs,G,72,180.0,1955-01-31,LSU
Johnny High,G,75,185.0,1957-04-25,Nevada
Haywood Highsmith,F,79,220.0,1996-12-09,Wheeling University
Wayne Hightower,F-C,80,192.0,1940-01-14,Kansas
Nenê,F-C,83,250.0,1982-09-13,
Armond Hill,G,76,190.0,1953-03-31,Princeton
Cleo Hill,G,73,185.0,1938-05-24,Winston-Salem State
Gary Hill,G,76,185.0,1941-10-07,Oklahoma City University
George Hill,G,76,188.0,1986-05-04,IUPUI
Grant Hill*,F-G,80,225.0,1972-10-05,Duke
Jordan Hill,C-F,82,235.0,1987-07-27,Arizona
Malcolm Hill,F,78,220.0,1995-10-26,Illinois
Simmie Hill,F,79,233.0,1946-11-14,West Texas A&M University
Solomon Hill,F,78,226.0,1991-03-18,Arizona
Steven Hill,C,84,248.0,1985-11-14,Arkansas
Tyrone Hill,F,81,240.0,1968-03-19,Xavier
Art Hillhouse,C,79,220.0,1916-06-12,Long Island University
Darrun Hilliard,G,78,205.0,1993-04-13,Villanova
Darnell Hillman,F-C,81,215.0,1949-08-29,San Jose State
Fred Hilton,G-F,75,185.0,1948-01-15,Grambling State University
Kirk Hinrich,G,76,190.0,1981-01-02,Kansas
Roy Hinson,F-C,81,210.0,1961-05-02,Rutgers University
Nate Hinton,G,77,210.0,1999-06-08,Houston
Mel Hirsch,G,66,165.0,1921-07-31,Brooklyn College
Lew Hitch,F-C,80,200.0,1929-07-16,Kansas State
Robert Hite,G,74,184.0,1984-01-12,Miami (FL)
Jaylen Hoard,F,80,216.0,1999-03-30,Wake Forest
Darington Hobson,G,79,210.0,1987-09-29,New Mexico
Donald Hodge,C,84,230.0,1969-02-25,Temple
Julius Hodge,G,79,210.0,1983-11-18,NC State
Craig Hodges,G,74,190.0,1960-06-27,Cal State Long Beach
Charlie Hoefer,G,69,158.0,1921-09-16,Queens College
Paul Hoffman,G-F,74,195.0,1925-04-12,Purdue
Bob Hogsett,F,79,230.0,1941-01-29,Tennessee
Paul Hogue,C,81,240.0,1940-04-28,Cincinnati
Fred Hoiberg,G,76,203.0,1972-10-15,Iowa State
Doug Holcomb,F,76,200.0,1925-02-09,Wisconsin
Randy Holcomb,F,81,225.0,1979-08-08,Fresno State San Diego State
Aaron Holiday,G,72,185.0,1996-09-30,UCLA
Jrue Holiday,G,75,205.0,1990-06-12,UCLA
Justin Holiday,F,78,180.0,1989-04-05,Washington
Brad Holland,G,75,180.0,1956-12-06,UCLA
Joe Holland,F,76,185.0,1925-09-26,Kentucky
John Holland,G-F,77,205.0,1988-11-06,Boston University
Wilbur Holland,G,72,175.0,1951-11-08,New Orleans
Lionel Hollins,G,75,185.0,1953-10-19,Arizona State
Ryan Hollins,C,84,240.0,1984-10-10,UCLA
Essie Hollis,F,78,195.0,1955-05-16,St. Bonaventure
Rondae Hollis-Jefferson,F,78,217.0,1995-01-03,Arizona
Dennis Holman,G,75,175.0,1945-10-08,SMU
Richaun Holmes,F-C,82,235.0,1993-10-15,Bowling Green
Jim Holstein,F-G,75,180.0,1930-09-24,Cincinnati
A.W. Holt,F,79,210.0,1946-08-26,Jackson State University
Michael Holton,G,76,185.0,1961-08-04,UCLA
Dick Holub,C,78,205.0,1921-10-29,Long Island University
Joe Holup,F,78,215.0,1934-02-26,George Washington
Red Holzman*,G,70,175.0,1920-08-10,City College of New York
Jerald Honeycutt,F-G,81,245.0,1974-10-20,Tulane
Tyler Honeycutt,F,80,188.0,1990-07-15,UCLA
Derek Hood,F,80,222.0,1976-12-22,Arkansas
Rodney Hood,G-F,80,208.0,1992-10-20,Mississippi State Duke
Bobby Hooper,G,72,180.0,1946-12-22,Dayton
Carroll Hooser,F,79,230.0,1944-03-05,SMU
Tom Hoover,C,81,230.0,1941-01-23,Villanova
Bob Hopkins,C-F,80,205.0,1934-11-03,Grambling State University
Dave Hoppen,C-F,83,235.0,1964-03-13,Nebraska
Dennis Hopson,G-F,77,200.0,1965-04-22,Ohio State
Scotty Hopson,G,79,204.0,1989-08-08,Tennessee
Johnny Horan,F,80,190.0,1932-11-24,Dayton
Cedrick Hordges,F-C,80,220.0,1957-01-08,Auburn South Carolina
Al Horford,C-F,81,240.0,1986-06-03,Florida
Tito Horford,C,85,245.0,1966-01-19,Miami (FL)
Ron Horn,F,79,220.0,1938-05-24,Indiana
Jeff Hornacek,G,75,190.0,1963-05-03,Iowa State
Dennis Horner,F,81,230.0,1988-02-05,NC State
Robert Horry,F,82,240.0,1970-08-25,Alabama
Ed Horton,F,80,230.0,1967-12-17,Iowa
Talen Horton-Tucker,G-F,76,234.0,2000-11-25,Iowa State
Bill Hosket,F-C,80,225.0,1946-12-20,Ohio State
Bob Houbregs*,C-F,80,225.0,1932-03-12,Washington
Danuel House Jr.,G,78,220.0,1993-06-07,Texas A&M
Eddie House,G,73,180.0,1978-05-14,Arizona State
Allan Houston,G,78,200.0,1971-04-20,Tennessee
Byron Houston,F,77,250.0,1969-11-22,Oklahoma State
Tom Hovasse,F,80,205.0,1967-01-31,Penn State
Brian Howard,F,78,204.0,1967-10-19,NC State
Dwight Howard,C,82,265.0,1985-12-08,
Greg Howard,F-C,81,215.0,1948-01-08,New Mexico
Josh Howard,F-G,79,210.0,1980-04-28,Wake Forest
Juwan Howard,F,81,240.0,1973-02-07,Michigan
Markus Howard,G,70,175.0,1999-03-03,Marquette
Mo Howard,G,74,170.0,1954-08-25,Maryland
Otis Howard,F,79,220.0,1956-11-05,Austin Peay State University
Stephen Howard,F,81,225.0,1970-07-15,DePaul
William Howard,F,80,207.0,1993-10-25,
Bailey Howell*,F,79,210.0,1937-01-20,Mississippi State
Bob Hubbard,C-F,78,215.0,1922-12-27,Springfield College
Phil Hubbard,F-C,80,215.0,1956-12-13,Michigan
Lester Hudson,G,75,190.0,1984-08-07,University of Tennessee at Martin
Lou Hudson*,F-G,77,210.0,1944-07-11,Minnesota
Troy Hudson,G,73,170.0,1976-03-13,Missouri Southern Illinois
Marcelo Huertas,G,75,200.0,1983-05-25,
Kevin Huerter,G,79,190.0,1998-08-27,Maryland
Josh Huestis,F,79,230.0,1991-12-19,Stanford
Jay Huff,F-C,85,240.0,1998-08-25,Virginia
Nate Huffman,C,85,245.0,1975-04-02,Central Michigan University
Alfredrick Hughes,F-G,77,215.0,1962-07-19,Loyola Chicago
Eddie Hughes,G,70,165.0,1960-05-26,Colorado State
Elijah Hughes,F,77,215.0,1998-03-10,Syracuse East Carolina University
Kim Hughes,C,83,220.0,1952-06-04,Wisconsin
Larry Hughes,G,77,184.0,1979-01-23,Saint Louis
Rick Hughes,F,81,235.0,1973-08-22,Thomas More College
Robbie Hummel,F,80,215.0,1989-03-08,Purdue
John Hummer,F-C,81,230.0,1948-05-04,Princeton
Ryan Humphrey,F,80,235.0,1979-07-24,Oklahoma Notre Dame
Isaac Humphries,C,84,255.0,1998-01-05,Kentucky
Jay Humphries,G,75,185.0,1962-10-17,Colorado
Kris Humphries,F-C,81,235.0,1985-02-06,Minnesota
Hot Rod Hundley,G,76,185.0,1934-10-26,West Virginia
Brandon Hunter,F,79,260.0,1980-11-24,Ohio University
Cedric Hunter,G,72,180.0,1965-01-16,Kansas
Chris Hunter,F,83,240.0,1984-07-07,Michigan
De'Andre Hunter,F,80,225.0,1997-12-02,Virginia
Les Hunter,F-C,79,210.0,1942-08-16,Loyola Chicago
Lindsey Hunter,G,74,170.0,1970-12-03,Alcorn State Jackson State University
Othello Hunter,F,80,225.0,1986-05-28,Ohio State
R.J. Hunter,G,77,185.0,1993-10-24,Georgia State University
Steven Hunter,C,84,220.0,1981-10-31,DePaul
Vince Hunter,F,80,208.0,1994-08-05,Texas-El Paso
Bobby Hurley,G,72,165.0,1971-06-28,Duke
Roy Hurley,F-G,74,170.0,1922-08-12,Murray State
Geoff Huston,G,74,175.0,1957-11-08,Texas Tech
Paul Huston,F,75,175.0,1925-06-02,Ohio State
Mel Hutchins,F-C,78,200.0,1928-11-22,BYU
Chandler Hutchison,G,78,210.0,1996-04-26,Boise State
Joe Hutton,G,73,170.0,1928-10-06,Hamline University
Greg Hyder,F,78,215.0,1948-06-21,Eastern New Mexico University
Bones Hyland,G,75,173.0,2000-09-14,VCU
Marc Iavaroni,F,80,210.0,1956-09-15,Virginia
Serge Ibaka,F-C,82,235.0,1989-09-18,
Andre Iguodala,G-F,78,215.0,1984-01-28,Arizona
Zydrunas Ilgauskas,C,87,238.0,1975-06-05,
Mile Ili?,C,85,230.0,1984-06-02,
D.J. Mbenga,C,84,245.0,1980-12-30,
Ersan ?lyasova,F,81,235.0,1987-05-15,
Darrall Imhoff,C,82,220.0,1938-10-11,California
Tom Ingelsby,G,75,180.0,1951-02-12,Villanova
Joe Ingles,F-G,80,220.0,1987-10-02,
Damien Inglis,F,80,246.0,1995-05-20,
Andre Ingram,G,75,190.0,1985-11-19,American University
Brandon Ingram,F,80,190.0,1997-09-02,Duke
McCoy Ingram,F,80,210.0,1931-08-31,Jackson State University
Ervin Inniger,G,76,190.0,1945-01-16,Indiana
Byron Irvin,G,77,190.0,1966-12-02,Arkansas Missouri
George Irvine,F-G,78,200.0,1948-02-01,Washington
Kyrie Irving,G,74,195.0,1992-03-23,Duke
Jonathan Isaac,F,83,230.0,1997-10-03,Florida State
Dan Issel*,C-F,81,235.0,1948-10-25,Kentucky
Mike Iuzzolino,G,70,175.0,1968-01-22,Penn State Saint Francis University
Allen Iverson*,G,72,165.0,1975-06-07,Georgetown
Willie Iverson,G,72,180.0,1945-10-08,Central Michigan University
Royal Ivey,G,75,200.0,1981-12-20,Texas
Elvin Ivory,F,80,210.0,1948-07-02,Louisiana
Wes Iwundu,F,78,195.0,1994-12-20,Kansas State
Warren Jabali,G-F,74,200.0,1946-08-29,Wichita State
Jarrett Jack,G,75,200.0,1983-10-28,Georgia Tech
Aaron Jackson,G,76,185.0,1986-05-06,Duquesne
Al Jackson,G,73,185.0,1943-07-29,Wilberforce University
Bobby Jackson,G,73,185.0,1973-03-13,Minnesota
Cedric Jackson,G,75,191.0,1986-03-05,St. John's Cleveland State University
Darnell Jackson,F,81,253.0,1985-11-07,Kansas
Demetrius Jackson,G,73,201.0,1994-09-07,Notre Dame
Frank Jackson,G,75,205.0,1998-05-04,Duke
Greg Jackson,G,72,180.0,1952-08-02,Guilford College
Isaiah Jackson,F-C,82,206.0,2002-01-10,Kentucky
Jaren Jackson,G-F,76,190.0,1967-10-27,Georgetown
Jaren Jackson Jr.,F,83,242.0,1999-09-15,Michigan State
Jermaine Jackson,G,76,204.0,1976-06-07,Detroit Mercy
Jim Jackson,G,78,220.0,1970-10-14,Ohio State
Josh Jackson,F-G,80,207.0,1997-02-10,Kansas
Justin Jackson,G-F,80,220.0,1995-03-28,UNC
Luke Jackson,F-C,81,240.0,1941-10-31,University of Texas Rio Grande Valley
Luke Jackson,F,79,215.0,1981-11-06,Oregon
Marc Jackson,C,82,270.0,1975-01-16,VCU Temple
Mark Jackson,G,73,180.0,1965-04-01,St. John's
Mervin Jackson,G,75,175.0,1946-08-15,Utah
Michael Jackson,G,74,183.0,1964-07-13,Georgetown
Mike Jackson,F,79,215.0,1949-07-31,California State University Los Angeles
Myron Jackson,G,75,185.0,1964-05-06,Little Rock
Phil Jackson*,F-C,80,220.0,1945-09-17,University of North Dakota
Pierre Jackson,G,70,180.0,1991-08-29,Baylor
Ralph Jackson,G,74,190.0,1962-10-26,UCLA
Randell Jackson,F,83,215.0,1976-01-16,Florida State
Reggie Jackson,G,74,208.0,1990-04-16,Boston College
Stanley Jackson,G,75,185.0,1970-10-10,UAB
Stephen Jackson,F-G,80,218.0,1978-04-05,Butler County Community College
Tony Jackson,F-G,76,200.0,1942-11-07,St. John's
Tony Jackson,G,72,170.0,1958-01-17,Florida State
Tracy Jackson,G-F,78,205.0,1959-04-21,Notre Dame
Wardell Jackson,F,79,200.0,1951-07-18,Ohio State
Fred Jacobs,F,75,175.0,1922-12-02,Denver
Casey Jacobsen,G-F,78,215.0,1981-03-19,Stanford
Sam Jacobson,G-F,76,215.0,1975-07-22,Minnesota
Dave Jamerson,G-F,77,190.0,1967-08-13,Ohio University
Aaron James,F,80,210.0,1952-10-05,Grambling State University
Bernard James,C,82,240.0,1985-02-07,Florida State
Billy James,G,75,185.0,1950-02-11,Marshall
Damion James,G-F,79,225.0,1987-10-07,Texas
Gene James,F,76,180.0,1925-02-15,Marshall
Henry James,F,80,220.0,1965-07-29,South Plains College St. Mary's University
Jerome James,C,84,300.0,1975-11-17,Florida A&M
Justin James,G,79,190.0,1997-01-24,Wyoming
LeBron James,F-G,81,250.0,1984-12-30,
Mike James,G,74,188.0,1975-06-23,Duquesne
Mike James,G,73,189.0,1990-08-18,Lamar
Tim James,F,79,212.0,1976-12-26,Miami (FL)
Antawn Jamison,F,80,223.0,1976-06-12,UNC
Harold Jamison,F,80,260.0,1976-11-20,Clemson
John Janisch,F-G,75,200.0,1920-03-15,Valparaiso
Howie Janotta,F,75,185.0,1924-10-19,Seton Hall
Marko Jari?,G,79,198.0,1978-10-12,
Tony Jaros,F-G,75,185.0,1920-02-22,Minnesota
DeJon Jarreau,G,77,185.0,1998-01-23,UMass Houston
Jim Jarvis,G,73,175.0,1943-03-03,Oregon State
Šar?nas Jasikevi?ius,G,76,195.0,1976-03-05,Maryland
Nathan Jawai,C-F,82,280.0,1986-10-10,Midland College
Buddy Jeannette*,G,71,175.0,1917-09-15,Washington & Jefferson College
Abdul Jeelani,F-C,80,210.0,1954-02-10,University of Wisconsin-Parkside
Chris Jefferies,G-F,80,225.0,1980-02-13,Arkansas Fresno State
Othyus Jeffers,G,77,200.0,1985-08-05,University of Illinois at Chicago Robert Morris University (IL)
Al Jefferson,C-F,82,289.0,1985-01-04,
Amile Jefferson,F,81,222.0,1993-05-07,Duke
Cory Jefferson,F,81,218.0,1990-12-26,Baylor
Dontell Jefferson,G,77,195.0,1983-12-15,Arkansas
Richard Jefferson,F,79,233.0,1980-06-21,Arizona
DaQuan Jeffries,G-F,77,230.0,1997-08-30,Oral Roberts Tulsa
Jared Jeffries,F,83,230.0,1981-11-25,Indiana
Charles Jenkins,G,75,220.0,1989-02-28,Hofstra
Horace Jenkins,G,73,180.0,1974-10-14,William Paterson University
John Jenkins,G,76,215.0,1991-03-06,Vanderbilt
Brandon Jennings,G,73,170.0,1989-09-23,
Keith Jennings,G,67,160.0,1968-11-02,East Tennessee State University
Chris Jent,F,79,220.0,1970-01-11,Ohio State
Les Jepsen,C,84,237.0,1967-06-24,Iowa
Jonas Jerebko,F,82,231.0,1987-03-02,
Ty Jerome,G,77,195.0,1997-07-08,Virginia
Grant Jerrett,F,82,235.0,1993-07-08,Arizona
Eugene Jeter,G,71,175.0,1983-12-02,University of Portland
Hal Jeter,G,75,190.0,1945-05-17,Drake University
Yi Jianlian,F,84,240.0,1987-10-27,
Isaiah Joe,G,76,165.0,1999-07-02,Arkansas
Britton Johnsen,F,82,210.0,1979-07-08,Utah
Alexander Johnson,F,81,240.0,1983-02-08,Florida State
Alize Johnson,F,79,212.0,1996-04-22,Missouri State
Amir Johnson,F-C,81,240.0,1987-05-01,
Andy Johnson,F-G,77,215.0,1932-11-08,University of Portland
Anthony Johnson,G,75,190.0,1974-10-02,College of Charleston
Armon Johnson,G,75,195.0,1989-02-23,Nevada
Arnie Johnson,F-C,77,236.0,1920-05-16,Bemidji State University
Avery Johnson,G,70,175.0,1965-03-25,Cameron University Southern University and A&M College
B.J. Johnson,G,79,200.0,1995-12-21,Syracuse La Salle
Brice Johnson,F,82,230.0,1994-06-27,UNC
Buck Johnson,F,79,190.0,1964-01-03,Alabama
Cameron Johnson,F,80,210.0,1996-03-03,Pitt UNC
Carldell Johnson,G,70,180.0,1983-01-28,UAB
Charles Johnson,G,72,170.0,1949-03-31,California
Cheese Johnson,F-G,78,195.0,1957-09-07,Wichita State
Chris Johnson,C,83,210.0,1985-07-15,LSU
Chris Johnson,F-G,78,206.0,1990-04-29,Dayton
Clay Johnson,G,76,175.0,1956-07-18,Missouri
Clemon Johnson,C-F,82,240.0,1956-09-12,Florida A&M
Dakari Johnson,C,84,255.0,1995-09-22,Kentucky
Darryl Johnson,G,73,170.0,1965-10-26,Michigan State
Dave Johnson,G-F,79,210.0,1970-11-16,Syracuse
David Johnson,G,77,210.0,2001-02-26,Louisville
DeMarco Johnson,F,81,245.0,1975-10-06,UNC Charlotte
Dennis Johnson*,G,76,185.0,1954-09-18,Pepperdine
DerMarr Johnson,F,81,201.0,1980-05-05,Cincinnati
Ed Johnson,C,80,205.0,1944-06-17,Tennessee State
Eddie Johnson,G,74,180.0,1955-02-24,Auburn
Eddie Johnson,F-G,79,215.0,1959-05-01,Illinois
Eric Johnson,G,74,205.0,1966-02-07,Baylor Nebraska
Ervin Johnson,C,83,245.0,1967-12-21,New Orleans
Frank Johnson,G,73,185.0,1958-11-23,Wake Forest
George Johnson,C,83,245.0,1947-06-19,Stephen F. Austin
George Johnson,C-F,83,205.0,1948-12-18,Dillard University
George Johnson,F-C,79,210.0,1956-12-08,St. John's
Gus Johnson*,F-C,78,230.0,1938-12-13,Idaho
Harold Johnson,C,78,240.0,1920-01-30,Indiana State University
Ivan Johnson,F,80,230.0,1984-04-10,Oregon Cal State San Bernardino
JaJuan Johnson,F,82,221.0,1989-02-08,Purdue
Jalen Johnson,F,81,220.0,2001-12-18,Duke
James Johnson,F,79,240.0,1987-02-20,Wake Forest
Joe Johnson,G-F,79,240.0,1981-06-29,Arkansas
John Johnson,F,79,200.0,1947-10-18,Iowa
Kannard Johnson,F,81,220.0,1965-06-24,Western Kentucky
Keldon Johnson,G,77,220.0,1999-10-11,Kentucky
Ken Johnson,F,80,240.0,1962-11-07,USC Michigan State
Ken Johnson,F-C,83,240.0,1978-02-01,Ohio State
Keon Johnson,G,77,186.0,2002-03-10,Tennessee
Kevin Johnson,G,73,180.0,1966-03-04,California
Larry Johnson,G,75,205.0,1954-11-28,Kentucky
Larry Johnson,F,78,250.0,1969-03-14,UNLV
Lee Johnson,F,83,205.0,1957-06-16,Montana Texas A&M University-Commerce
Linton Johnson,F,80,205.0,1980-06-13,Tulane
Magic Johnson*,G-F,81,215.0,1959-08-14,Michigan State
Marques Johnson,F-G,79,218.0,1956-02-08,UCLA
Mickey Johnson,F,82,190.0,1952-08-31,Aurora University
Neil Johnson,F-C,79,220.0,1943-04-17,Creighton
Nick Johnson,G,75,202.0,1992-12-22,Arizona
Ollie Johnson,F,78,200.0,1949-05-11,Temple
Omari Johnson,F,81,220.0,1989-11-26,Oregon State
Orlando Johnson,G,77,220.0,1989-03-11,Loyola Marymount UC Santa Barbara
Ralph Johnson,G,71,170.0,1921-12-06,Huntington University
Reggie Johnson,F-C,81,205.0,1957-06-25,Tennessee
Rich Johnson,C,79,210.0,1946-12-18,Grambling State University
Ron Johnson,F,80,215.0,1938-07-20,Minnesota
Stanley Johnson,F,78,242.0,1996-05-29,Arizona
Steffond Johnson,F,80,240.0,1962-11-04,LSU San Diego State
Steve Johnson,C-F,82,235.0,1957-11-03,Oregon State
Stew Johnson,F-C,80,220.0,1944-08-19,Murray State
Trey Johnson,G,77,218.0,1984-08-30,Alcorn State Jackson State University
Tyler Johnson,G,75,186.0,1992-05-07,Fresno State
Vinnie Johnson,G,74,200.0,1956-09-01,Baylor
